ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
6209,1.0,0.0,0.0,179.0,179.0,179.0,179.0,217.6293,800.5226,129.5569,87.4371,75.6257,179.0,179.0,0.0,0.0,0.0,537.0,0.0626,0.1671,0.0107,6.0,7.0,6.0,1.0
6210,1.0,1.0,1.0,99.0,139.0,139.0,258.0,803.7254,261.5005,921.3078,124.2266,138.5902,139.0,139.0,0.0,0.0,0.0,1552.0,0.1023,0.1393,0.0173,7.0,4.0,1.0,2.0
6211,1.0,1.0,0.0,99.0,258.0,258.0,80.0,186.6936,147.1207,87.2353,119.5847,134.912,258.0,258.0,0.0,0.0,1.0,258.0,0.0582,0.0582,0.1181,6.0,3.0,5.0,2.0
6212,2.0,1.0,0.0,139.0,119.0,258.0,99.0,130.501,129.124,69.1231,64.2223,66.5902,258.0,129.0,0.0,0.0,0.0,0.0,0.0507,0.2122,0.0472,6.0,6.0,2.0,1.0
6213,1.0,1.0,0.0,199.0,179.0,179.0,119.0,94.5119,750.9695,69.4622,44.6542,35.5106,179.0,179.0,0.0,0.0,0.0,0.0,0.0761,0.0701,0.0201,8.0,1.0,8.0,0.0
6214,1.0,1.0,0.0,139.0,259.0,259.0,199.0,283.5,825.9546,235.0085,45.5439,25.4951,259.0,259.0,0.0,0.0,0.0,0.0,0.1617,0.5117,0.0303,8.0,10.0,7.0,1.0
6215,1.0,0.0,1.0,179.0,298.0,298.0,139.0,307.0916,126.6689,249.0,62.0846,58.6046,238.0,119.0,0.0,0.0,0.0,238.0,0.1076,0.2141,0.0136,9.0,1.0,7.0,0.0
6216,1.0,1.0,0.0,100.0,139.0,139.0,278.0,201.3982,243.2961,274.8381,79.6006,87.0919,139.0,139.0,0.0,0.0,0.0,0.0,0.0942,0.0837,0.0154,6.0,5.0,1.0,1.0
6217,2.0,1.0,0.0,259.0,139.0,298.0,80.0,366.1291,129.5782,457.526,89.244,49.3077,298.0,149.0,0.0,0.0,0.0,0.0,0.0756,0.0816,0.0349,4.0,5.0,1.0,0.0
6218,1.0,1.0,0.0,119.0,99.0,99.0,100.0,128.0635,37.3363,139.832,8.6313,5.7009,99.0,99.0,1.0,279.0,1.0,0.0,0.5275,0.473,0.0141,4.0,2.0,4.0,2.0
6219,1.0,0.0,1.0,139.0,179.0,179.0,99.0,159.5188,219.8551,137.3062,64.2067,67.6794,179.0,179.0,0.0,0.0,0.0,358.0,0.0686,0.0766,0.0282,5.0,1.0,2.0,0.0
6220,1.0,1.0,0.0,139.0,199.0,199.0,100.0,112.1216,132.0843,62.0322,49.8046,59.4811,199.0,199.0,0.0,0.0,1.0,238.0,0.0754,0.8274,0.0954,5.0,8.0,2.0,2.0
6221,1.0,1.0,1.0,0.0,99.0,99.0,159.0,0.0,146.9022,0.0,49.679,54.5894,99.0,99.0,0.0,0.0,0.0,0.0,0.2636,0.2646,0.0225,5.0,2.0,2.0,0.0
6222,1.0,1.0,1.0,119.0,159.0,159.0,139.0,94.3835,271.3899,153.5839,51.0,48.3994,159.0,159.0,1.0,933.0,1.0,159.0,0.0845,0.248,0.0222,9.0,3.0,4.0,1.0
6223,2.0,1.0,0.0,100.0,139.0,219.0,139.0,162.1496,206.8586,116.9017,56.2694,36.225,219.0,109.5,0.0,0.0,0.0,0.0,0.0714,0.0804,0.0358,6.0,6.0,2.0,1.0
6224,2.0,0.0,1.0,139.0,99.0,357.0,100.0,26.6177,81.5552,67.082,57.1402,97.0696,357.0,178.5,0.0,0.0,0.0,0.0,0.0767,0.0957,0.0381,6.0,4.0,1.0,1.0
6225,2.0,1.0,1.0,298.0,338.0,477.0,199.0,192.0059,129.1395,237.8571,74.0017,125.025,477.0,238.5,1.0,1928.0,1.0,1953.0,0.1326,0.1466,0.0286,7.0,3.0,1.0,0.0
6226,1.0,1.0,0.0,99.0,99.0,99.0,159.0,695.034,99.4208,812.8887,118.6634,117.72,180.0,90.0,0.0,0.0,0.0,180.0,0.5545,0.407,0.0464,7.0,3.0,1.0,0.0
6227,1.0,1.0,1.0,139.0,159.0,159.0,80.0,409.9966,193.704,438.2921,27.4591,34.7851,159.0,159.0,2.0,636.0,1.0,993.0,0.2952,0.3932,0.0077,6.0,9.0,2.0,2.0
6228,1.0,1.0,1.0,99.0,159.0,159.0,99.0,86.6487,209.5865,217.7016,133.0122,129.2478,80.0,80.0,0.0,0.0,1.0,80.0,0.3038,0.1148,0.0072,7.0,10.0,1.0,0.0
6229,2.0,1.0,1.0,239.0,159.0,378.0,437.0,624.1036,103.2582,704.3756,79.8326,101.0606,358.0,358.0,1.0,2962.0,0.0,0.0,0.1441,0.1951,0.0613,5.0,7.0,1.0,0.0
6230,1.0,1.0,1.0,0.0,179.0,179.0,219.0,221.5023,188.1495,56.9386,165.7966,146.5486,199.0,199.0,0.0,0.0,0.0,278.0,0.1052,0.1462,0.028,4.0,3.0,2.0,1.0
6231,1.0,1.0,0.0,119.0,80.0,80.0,119.0,266.6519,252.0838,134.2386,134.314,122.501,80.0,80.0,0.0,0.0,0.0,0.0,0.1339,0.1339,0.0204,6.0,9.0,2.0,2.0
6232,1.0,0.0,1.0,99.0,139.0,139.0,99.0,180.7374,143.3954,293.0017,110.7362,107.5047,139.0,139.0,0.0,0.0,0.0,278.0,0.0481,0.1446,0.0097,6.0,7.0,4.0,1.0
6233,1.0,1.0,0.0,239.0,239.0,239.0,100.0,84.0536,149.5209,99.7647,52.6165,55.9933,239.0,239.0,0.0,0.0,0.0,0.0,0.5062,0.5592,0.0475,3.0,8.0,1.0,0.0
6234,1.0,1.0,1.0,139.0,119.0,119.0,258.0,83.8048,110.0659,90.9065,60.1519,96.2601,139.0,139.0,0.0,0.0,0.0,199.0,0.1871,0.1646,0.0122,5.0,8.0,1.0,1.0
6235,1.0,1.0,0.0,159.0,238.0,238.0,139.0,29.5169,433.8093,18.3576,14.6031,38.0789,238.0,238.0,0.0,0.0,0.0,0.0,0.1767,0.1802,0.0298,4.0,3.0,4.0,1.0
6236,1.0,1.0,0.0,258.0,398.0,398.0,219.0,248.8785,66.3363,275.0727,42.6907,49.3077,398.0,398.0,1.0,398.0,0.0,0.0,0.2001,0.1921,0.0681,6.0,5.0,1.0,1.0
6237,1.0,1.0,1.0,497.0,298.0,298.0,119.0,244.5736,83.3562,211.2368,35.3553,31.0161,139.0,139.0,1.0,934.0,0.0,0.0,0.1174,0.0989,0.0143,7.0,1.0,2.0,0.0
6238,1.0,1.0,0.0,179.0,139.0,139.0,258.0,252.0402,219.3855,177.4768,68.0,75.4255,139.0,139.0,1.0,496.0,0.0,0.0,0.3223,0.3223,0.0443,4.0,10.0,3.0,2.0
6239,2.0,1.0,0.0,219.0,199.0,298.0,80.0,170.2381,0.0,76.4199,98.6534,101.2978,159.0,159.0,1.0,8427.0,0.0,497.0,0.3309,0.3309,0.0128,7.0,2.0,5.0,2.0
6240,1.0,1.0,0.0,139.0,159.0,159.0,278.0,141.0035,71.8923,145.1241,11.9269,11.2361,159.0,159.0,1.0,278.0,0.0,0.0,0.0867,0.2327,0.0268,5.0,1.0,5.0,1.0
6241,2.0,1.0,0.0,179.0,99.0,199.0,99.0,311.6769,326.531,294.1513,34.6771,49.8623,199.0,99.5,0.0,0.0,0.0,0.0,-0.014,0.3585,0.0277,7.0,7.0,5.0,1.0
6242,1.0,1.0,0.0,80.0,159.0,159.0,139.0,558.14,0.0,660.0371,104.8058,19.6977,934.0,233.5,1.0,458.0,1.0,3717.0,0.3212,0.1247,0.0451,6.0,9.0,1.0,2.0
6243,1.0,1.0,1.0,219.0,438.0,438.0,199.0,308.3869,154.0657,344.8898,45.401,91.8491,438.0,438.0,0.0,0.0,0.0,438.0,0.7427,1.8407,0.1062,4.0,5.0,1.0,2.0
6244,1.0,1.0,0.0,219.0,159.0,159.0,339.0,116.0528,792.5002,126.1428,31.3847,44.5702,159.0,159.0,1.0,339.0,0.0,0.0,-0.2613,0.7577,0.0181,6.0,7.0,6.0,1.0
6245,1.0,1.0,0.0,139.0,159.0,159.0,139.0,124.5351,0.0,89.0505,47.9009,50.6211,159.0,159.0,0.0,0.0,0.0,0.0,0.3301,0.3301,0.174,5.0,3.0,2.0,2.0
6246,1.0,1.0,0.0,139.0,258.0,258.0,199.0,289.0069,273.5658,234.0769,61.2046,77.7126,258.0,258.0,0.0,0.0,0.0,0.0,0.0642,0.2297,0.0541,7.0,2.0,4.0,0.0
6247,1.0,1.0,1.0,258.0,99.0,99.0,139.0,111.8403,233.5048,193.2046,82.5984,71.3863,179.0,179.0,1.0,1391.0,0.0,179.0,0.0681,0.1211,0.0198,6.0,2.0,1.0,0.0
6248,1.0,1.0,0.0,199.0,179.0,179.0,219.0,228.6974,138.7309,165.1484,66.2212,65.8502,179.0,179.0,0.0,0.0,0.0,0.0,0.3131,0.5746,0.0149,8.0,9.0,3.0,0.0
6249,2.0,1.0,0.0,0.0,139.0,378.0,278.0,0.0,283.7781,0.0,65.5172,56.225,378.0,189.0,0.0,0.0,0.0,119.0,0.1388,0.1468,0.0672,6.0,1.0,1.0,0.0
6250,1.0,1.0,0.0,99.0,99.0,99.0,119.0,96.3379,217.8124,40.3113,60.6671,73.9797,99.0,99.0,0.0,0.0,0.0,0.0,0.135,0.2395,0.0194,5.0,6.0,3.0,1.0
6251,1.0,1.0,1.0,139.0,139.0,139.0,80.0,453.7744,703.7565,441.3162,79.1344,87.5014,139.0,139.0,0.0,0.0,0.0,0.0,0.1926,0.3311,0.0357,4.0,2.0,1.0,0.0
6252,1.0,1.0,0.0,179.0,139.0,139.0,139.0,298.0038,867.0066,263.0969,39.3573,43.6578,139.0,139.0,0.0,0.0,1.0,417.0,0.0326,0.1526,0.0133,7.0,1.0,7.0,0.0
6253,1.0,1.0,1.0,0.0,99.0,99.0,199.0,79.69,62.532,44.7214,32.3883,28.1603,239.0,239.0,4.0,3221.0,1.0,1809.0,0.0822,0.2727,0.0304,4.0,1.0,3.0,2.0
6254,1.0,1.0,1.0,139.0,159.0,159.0,80.0,187.6926,411.0076,55.0364,128.2498,142.1909,159.0,159.0,1.0,675.0,0.0,736.0,0.0762,0.1257,0.0229,8.0,6.0,2.0,2.0
6255,1.0,0.0,0.0,119.0,239.0,239.0,199.0,203.6916,511.4834,174.0029,40.942,39.0032,239.0,239.0,0.0,0.0,1.0,0.0,0.0954,0.0989,0.0245,4.0,2.0,4.0,1.0
6256,1.0,1.0,0.0,99.0,80.0,80.0,139.0,73.2888,119.6046,45.2217,37.054,51.6188,80.0,80.0,0.0,0.0,1.0,0.0,0.275,0.162,0.006,9.0,10.0,8.0,1.0
6257,1.0,1.0,0.0,80.0,80.0,80.0,100.0,172.6963,435.4366,110.1635,62.7236,59.5504,80.0,80.0,1.0,299.0,1.0,0.0,0.154,0.4725,0.0054,5.0,7.0,3.0,1.0
6258,1.0,1.0,1.0,119.0,199.0,199.0,139.0,57.0,176.1817,170.0471,112.361,103.2376,179.0,179.0,0.0,0.0,1.0,358.0,0.0825,0.0825,0.012,4.0,2.0,2.0,0.0
6259,1.0,0.0,1.0,99.0,80.0,80.0,119.0,131.2345,88.6242,192.3148,62.2615,58.346,80.0,80.0,0.0,0.0,0.0,0.0,-0.0054,0.2091,0.015,5.0,9.0,3.0,0.0
6260,2.0,1.0,1.0,119.0,99.0,357.0,139.0,610.6685,278.4044,698.149,89.8568,81.0015,398.0,398.0,1.0,1870.0,0.0,456.0,0.2655,0.27,0.0246,7.0,6.0,1.0,0.0
6261,1.0,1.0,0.0,159.0,99.0,99.0,139.0,201.4907,36.5034,201.8539,12.0208,7.7621,99.0,99.0,1.0,139.0,0.0,0.0,0.325,0.1175,0.016,5.0,9.0,2.0,1.0
6262,1.0,1.0,1.0,139.0,99.0,99.0,179.0,281.064,469.6799,204.0025,66.6202,64.7765,338.0,338.0,2.0,2407.0,0.0,0.0,0.1963,0.1658,0.0358,6.0,10.0,5.0,0.0
6263,1.0,1.0,0.0,99.0,139.0,139.0,179.0,127.4608,103.5917,162.2899,38.1215,59.0529,139.0,139.0,0.0,0.0,0.0,0.0,0.1603,0.3603,0.0386,3.0,7.0,2.0,1.0
6264,1.0,1.0,1.0,298.0,139.0,139.0,99.0,208.5402,433.5049,124.5793,87.6156,87.122,139.0,139.0,1.0,4690.0,0.0,297.0,0.0956,0.2636,0.0097,6.0,7.0,3.0,1.0
6265,2.0,1.0,0.0,80.0,199.0,279.0,139.0,185.6192,223.0454,230.3584,53.9838,47.8774,279.0,139.5,0.0,0.0,0.0,0.0,0.0585,0.2825,0.0291,6.0,7.0,1.0,0.0
6266,1.0,0.0,1.0,139.0,139.0,139.0,179.0,85.856,107.5174,108.4666,47.7598,45.3542,139.0,139.0,1.0,1114.0,1.0,278.0,0.0946,0.1806,0.0198,6.0,3.0,4.0,1.0
6267,1.0,1.0,1.0,139.0,119.0,119.0,139.0,219.9528,165.0916,287.3134,69.3704,74.4664,198.0,99.0,1.0,337.0,0.0,0.0,0.162,0.2725,0.0282,5.0,10.0,1.0,1.0
6268,1.0,1.0,0.0,159.0,119.0,119.0,219.0,55.22,245.7931,35.1283,21.7083,28.4605,119.0,119.0,1.0,517.0,0.0,0.0,0.2868,0.2868,0.0535,5.0,8.0,5.0,2.0
6269,1.0,1.0,1.0,199.0,239.0,239.0,179.0,263.1511,207.0054,160.0125,99.4548,116.6812,239.0,239.0,1.0,179.0,0.0,239.0,0.4174,0.7594,0.0194,8.0,8.0,4.0,0.0
6270,2.0,0.0,1.0,139.0,80.0,239.0,99.0,139.0009,294.3234,215.956,80.8965,73.9341,239.0,119.5,0.0,0.0,0.0,0.0,-0.0867,0.1663,0.0752,6.0,5.0,1.0,0.0
6271,1.0,1.0,0.0,99.0,99.0,99.0,179.0,177.5451,93.0013,216.4625,50.0625,51.1981,99.0,99.0,0.0,0.0,0.0,0.0,0.1868,0.6398,0.0316,4.0,9.0,1.0,0.0
6272,1.0,1.0,0.0,139.0,139.0,139.0,119.0,722.4586,191.0236,823.4671,97.5103,102.3938,139.0,139.0,0.0,0.0,0.0,0.0,0.1041,0.1456,0.0097,5.0,2.0,1.0,1.0
6273,1.0,1.0,1.0,99.0,199.0,199.0,278.0,842.5095,137.609,915.0049,69.1809,54.3921,278.0,278.0,0.0,0.0,0.0,1152.0,0.3452,0.3682,0.02,5.0,9.0,1.0,2.0
6274,1.0,1.0,0.0,119.0,119.0,119.0,139.0,79.0142,96.1067,101.1187,77.8155,73.1608,119.0,119.0,0.0,0.0,0.0,0.0,0.1859,0.2614,0.0381,5.0,9.0,1.0,1.0
6275,1.0,1.0,0.0,179.0,80.0,80.0,119.0,152.1611,148.4857,99.96,66.7027,66.7271,80.0,80.0,0.0,0.0,0.0,139.0,0.1567,0.1782,0.0171,6.0,3.0,3.0,2.0
6276,1.0,1.0,0.0,139.0,258.0,258.0,139.0,107.0187,113.1382,117.652,38.0132,32.8824,258.0,258.0,0.0,0.0,0.0,0.0,0.0073,0.2033,0.0534,4.0,8.0,1.0,1.0
6277,1.0,0.0,1.0,159.0,219.0,219.0,80.0,142.486,145.6511,102.2595,31.6938,30.3356,219.0,219.0,0.0,0.0,0.0,0.0,0.1709,0.2389,0.0188,3.0,7.0,2.0,0.0
6278,1.0,0.0,1.0,120.0,120.0,120.0,638.0,429.7726,0.0,479.5873,69.0887,81.8123,120.0,120.0,0.0,0.0,0.0,0.0,2.3504,2.3504,0.0283,6.0,4.0,1.0,1.0
6279,1.0,1.0,0.0,219.0,219.0,219.0,179.0,124.5251,76.5849,81.2158,56.0045,81.6088,219.0,219.0,0.0,0.0,0.0,0.0,0.5746,0.5586,0.0183,7.0,10.0,5.0,2.0
6280,3.0,1.0,1.0,139.0,80.0,358.0,99.0,434.1152,0.0,474.0517,46.4866,59.6699,497.0,497.0,0.0,0.0,0.0,0.0,0.2797,0.2797,0.1111,3.0,4.0,1.0,2.0
6281,1.0,1.0,0.0,298.0,159.0,159.0,278.0,93.3876,410.1756,129.7575,38.4708,38.0033,159.0,159.0,0.0,0.0,1.0,159.0,0.1572,0.1357,0.0191,7.0,3.0,1.0,1.0
6282,1.0,1.0,0.0,99.0,179.0,179.0,239.0,102.3743,163.6498,90.5207,15.5724,24.1661,179.0,179.0,0.0,0.0,0.0,0.0,0.028,0.082,0.0283,5.0,4.0,2.0,0.0
6283,1.0,1.0,0.0,179.0,199.0,199.0,219.0,181.0028,183.4864,310.0919,124.913,131.4962,199.0,199.0,1.0,2802.0,0.0,199.0,-0.0327,0.3303,0.0453,6.0,5.0,3.0,0.0
6284,1.0,1.0,0.0,199.0,219.0,219.0,219.0,200.105,177.3697,182.2224,15.7877,14.2127,219.0,219.0,1.0,1392.0,1.0,775.0,0.5197,0.5197,0.0271,6.0,9.0,5.0,2.0
6285,1.0,1.0,0.0,258.0,179.0,179.0,179.0,48.1664,162.2498,97.3242,48.0755,47.4605,179.0,179.0,0.0,0.0,1.0,179.0,0.3105,0.3105,0.0296,6.0,10.0,4.0,2.0
6286,1.0,0.0,0.0,258.0,298.0,298.0,139.0,243.837,339.4971,194.4351,52.1536,58.1055,298.0,298.0,1.0,139.0,0.0,596.0,0.089,0.153,0.0184,4.0,2.0,4.0,1.0
6287,1.0,1.0,0.0,179.0,258.0,258.0,139.0,470.5327,78.3661,552.8408,91.8286,82.5848,338.0,338.0,2.0,796.0,0.0,0.0,0.0084,0.1174,0.0347,5.0,3.0,1.0,1.0
6288,1.0,1.0,0.0,199.0,239.0,239.0,140.0,230.5781,64.531,201.5589,49.8197,49.6614,239.0,239.0,0.0,0.0,1.0,0.0,0.9081,1.0896,0.0213,5.0,1.0,3.0,1.0
6289,1.0,1.0,0.0,199.0,139.0,139.0,199.0,245.6649,260.7436,223.3226,31.217,22.4722,139.0,139.0,0.0,0.0,0.0,0.0,0.1825,0.3105,0.023,3.0,6.0,3.0,0.0
6290,1.0,0.0,1.0,179.0,139.0,139.0,179.0,315.643,89.8568,312.41,10.6066,18.4459,139.0,139.0,1.0,298.0,0.0,377.0,0.1663,0.2243,0.0437,4.0,2.0,2.0,1.0
6291,1.0,1.0,0.0,0.0,179.0,179.0,99.0,87.6427,170.6261,91.3017,13.1244,29.5846,239.0,239.0,1.0,99.0,0.0,895.0,0.1518,0.2938,0.0375,6.0,5.0,2.0,1.0
6292,1.0,1.0,0.0,199.0,199.0,199.0,139.0,330.9082,625.0588,254.0079,80.1655,77.5016,199.0,199.0,0.0,0.0,0.0,0.0,0.0591,0.0751,0.0259,8.0,3.0,8.0,0.0
6293,1.0,1.0,0.0,80.0,80.0,80.0,119.0,320.6513,462.4722,281.0,40.7001,31.1207,80.0,80.0,0.0,0.0,0.0,0.0,0.1895,0.2135,0.0163,10.0,4.0,6.0,1.0
6294,3.0,0.0,1.0,239.0,159.0,338.0,179.0,124.5251,655.0069,45.0111,82.0975,207.1545,338.0,112.6667,1.0,1610.0,1.0,418.0,-0.0325,-0.0325,0.0242,6.0,4.0,6.0,2.0
6295,1.0,1.0,1.0,0.0,219.0,219.0,99.0,92.3147,218.3169,128.8875,38.8973,37.0203,139.0,139.0,1.0,258.0,0.0,994.0,0.0001,0.0686,0.0219,5.0,6.0,1.0,1.0
6296,1.0,1.0,0.0,159.0,378.0,378.0,159.0,99.0808,282.0869,158.1139,51.5218,55.0023,378.0,378.0,0.0,0.0,1.0,378.0,0.0812,0.1802,0.0473,4.0,3.0,2.0,1.0
6297,2.0,1.0,1.0,99.0,159.0,298.0,159.0,89.822,649.1404,38.0789,56.5088,68.469,159.0,159.0,2.0,2940.0,0.0,1033.0,0.1572,0.0957,0.0315,5.0,6.0,5.0,2.0
6298,2.0,1.0,0.0,179.0,199.0,338.0,259.0,146.113,655.8363,103.0437,42.8077,143.1258,338.0,169.0,1.0,259.0,0.0,0.0,0.0445,0.0585,0.0353,7.0,5.0,7.0,1.0
6299,1.0,1.0,0.0,298.0,99.0,99.0,179.0,199.01,189.1144,157.0,38.8233,46.768,99.0,99.0,0.0,0.0,0.0,0.0,0.2927,0.2492,0.0166,5.0,8.0,3.0,1.0
6300,1.0,1.0,1.0,199.0,99.0,99.0,219.0,262.7818,128.8846,286.5659,104.4856,105.3423,139.0,139.0,0.0,0.0,1.0,0.0,0.0107,0.3502,0.02,7.0,4.0,4.0,1.0
6301,1.0,1.0,1.0,99.0,99.0,99.0,80.0,332.0316,121.9529,249.5796,94.578,75.738,99.0,99.0,1.0,576.0,0.0,496.0,0.0934,0.1069,0.0334,8.0,3.0,4.0,2.0
6302,1.0,1.0,0.0,239.0,139.0,139.0,239.0,55.599,70.9102,71.7844,19.4743,22.6991,139.0,139.0,0.0,0.0,0.0,0.0,0.4992,0.5697,0.0052,6.0,8.0,2.0,0.0
6303,1.0,1.0,0.0,219.0,139.0,139.0,80.0,202.3475,0.0,136.3672,71.36,73.9797,338.0,338.0,0.0,0.0,1.0,219.0,0.7386,0.7386,0.0448,5.0,2.0,4.0,2.0
6304,1.0,1.0,0.0,119.0,358.0,358.0,99.0,458.033,119.3786,466.0043,12.9035,25.5,358.0,358.0,0.0,0.0,0.0,358.0,0.1144,0.2554,0.0613,6.0,5.0,2.0,0.0
6305,1.0,1.0,1.0,159.0,239.0,239.0,139.0,675.3749,69.9589,715.4027,39.6232,38.6167,338.0,338.0,1.0,139.0,0.0,676.0,0.0522,0.0522,0.0407,6.0,4.0,2.0,2.0
6306,1.0,1.0,0.0,119.0,258.0,258.0,139.0,328.7191,189.1692,409.1406,84.3045,71.8905,258.0,258.0,0.0,0.0,0.0,0.0,0.0833,0.0593,0.0233,6.0,4.0,1.0,1.0
6307,1.0,0.0,1.0,258.0,139.0,139.0,179.0,86.2047,196.7905,230.3389,187.6706,184.2715,139.0,139.0,0.0,0.0,0.0,0.0,0.1951,0.3161,0.0079,6.0,5.0,3.0,0.0
6308,1.0,1.0,0.0,179.0,219.0,219.0,119.0,480.8123,113.554,535.7322,68.9511,51.6769,80.0,80.0,0.0,0.0,0.0,160.0,-0.0143,0.1432,0.0115,7.0,1.0,2.0,1.0
6309,3.0,1.0,1.0,119.0,119.0,536.0,179.0,259.3318,112.54,384.4268,143.3911,187.6499,477.0,159.0,0.0,0.0,1.0,0.0,0.2802,0.2802,0.1067,3.0,1.0,1.0,1.0
6310,2.0,1.0,0.0,139.0,80.0,160.0,119.0,385.593,216.0567,388.0619,21.0238,19.105,160.0,80.0,0.0,0.0,1.0,0.0,0.4343,0.4488,0.0383,6.0,4.0,3.0,2.0
6311,1.0,1.0,0.0,179.0,99.0,99.0,119.0,115.9677,131.0057,159.9281,52.5547,43.1885,99.0,99.0,0.0,0.0,0.0,516.0,0.0247,0.3722,0.0176,5.0,6.0,1.0,2.0
6312,1.0,0.0,0.0,139.0,100.0,100.0,159.0,856.3243,163.8429,854.0316,7.5,8.0156,100.0,100.0,0.0,0.0,1.0,100.0,-0.0404,-0.0404,0.0095,8.0,3.0,2.0,2.0
6313,1.0,0.0,0.0,179.0,99.0,99.0,119.0,70.5071,658.0131,17.72,72.6997,69.5288,139.0,139.0,2.0,1790.0,0.0,139.0,0.0622,0.0622,0.0115,5.0,5.0,5.0,2.0
6314,1.0,1.0,0.0,119.0,139.0,139.0,80.0,485.7227,195.0923,581.5445,105.3055,96.5829,139.0,139.0,0.0,0.0,0.0,0.0,0.0663,0.0543,0.0173,6.0,5.0,1.0,1.0
6315,1.0,1.0,0.0,100.0,258.0,258.0,99.0,50.324,200.3378,95.4254,45.9048,57.4043,80.0,80.0,3.0,4473.0,0.0,577.0,0.1494,0.1649,0.008,5.0,2.0,1.0,0.0
6316,1.0,1.0,1.0,80.0,159.0,159.0,219.0,138.3266,141.9472,216.0208,73.8241,71.1003,298.0,298.0,1.0,1490.0,1.0,2903.0,0.2022,0.2227,0.0144,7.0,2.0,1.0,0.0
6317,1.0,1.0,1.0,99.0,179.0,179.0,99.0,125.9811,328.1421,63.2851,63.0635,66.1154,179.0,179.0,0.0,0.0,0.0,0.0,0.048,0.1595,0.0283,5.0,5.0,4.0,1.0
6318,1.0,1.0,1.0,159.0,219.0,219.0,99.0,230.8246,230.8252,394.0051,168.5007,55.8614,299.0,149.5,1.0,278.0,0.0,1433.0,0.0021,0.0411,0.0426,6.0,6.0,1.0,2.0
6319,1.0,1.0,0.0,0.0,159.0,159.0,139.0,137.5354,161.1118,157.943,42.5,34.821,179.0,179.0,0.0,0.0,0.0,0.0,0.0989,0.1279,0.0184,5.0,5.0,2.0,1.0
6320,1.0,1.0,1.0,0.0,139.0,139.0,238.0,0.0,402.5102,0.0,71.1706,59.5399,139.0,139.0,0.0,0.0,0.0,0.0,-0.075,0.0115,0.0187,6.0,5.0,1.0,1.0
6321,1.0,1.0,1.0,119.0,159.0,159.0,80.0,93.4345,466.7786,94.3398,64.7765,71.8923,159.0,159.0,1.0,279.0,1.0,258.0,0.3958,-0.0077,0.0283,4.0,7.0,1.0,2.0
6322,2.0,1.0,0.0,279.0,199.0,219.0,219.0,559.3954,87.0919,434.5906,126.8,147.3635,259.0,259.0,3.0,9087.0,1.0,3248.0,0.734,0.734,0.0065,5.0,6.0,4.0,1.0
6323,1.0,1.0,0.0,0.0,100.0,100.0,199.0,0.0,69.5072,0.0,56.5265,48.8365,100.0,100.0,1.0,358.0,0.0,159.0,-0.0588,0.0437,0.0183,5.0,1.0,2.0,1.0
6324,1.0,1.0,0.0,259.0,219.0,219.0,219.0,104.1369,384.1774,38.0789,64.0956,70.7831,219.0,219.0,0.0,0.0,1.0,0.0,0.3158,0.2948,0.0283,4.0,2.0,4.0,2.0
6325,1.0,1.0,0.0,99.0,179.0,179.0,338.0,126.58,177.5197,140.2462,40.2523,41.7433,179.0,179.0,1.0,338.0,0.0,179.0,0.0194,0.1274,0.0153,5.0,1.0,2.0,1.0
6326,1.0,1.0,0.0,139.0,298.0,298.0,139.0,273.9863,87.9233,319.5951,56.0022,63.0714,298.0,298.0,0.0,0.0,0.0,0.0,0.275,0.2765,0.0425,4.0,9.0,1.0,1.0
6327,2.0,1.0,0.0,99.0,80.0,179.0,119.0,181.2078,299.4015,200.5692,40.3113,79.5016,179.0,89.5,0.0,0.0,0.0,0.0,0.1124,0.0984,0.0184,5.0,1.0,1.0,0.0
6328,3.0,1.0,0.0,119.0,139.0,437.0,219.0,262.5233,805.3006,178.0702,86.5231,125.9415,437.0,145.6667,1.0,1471.0,0.0,0.0,0.1077,0.3217,0.1013,7.0,2.0,7.0,2.0
6329,1.0,1.0,0.0,199.0,179.0,179.0,139.0,79.5692,142.7839,142.5938,60.4401,65.4866,179.0,179.0,0.0,0.0,1.0,358.0,0.1821,0.0161,0.012,8.0,10.0,1.0,1.0
6330,1.0,0.0,1.0,80.0,80.0,80.0,119.0,209.5865,167.1743,164.7574,42.8544,42.4058,80.0,80.0,0.0,0.0,1.0,0.0,0.2568,0.1148,0.0072,7.0,10.0,3.0,0.0
6331,1.0,1.0,1.0,139.0,278.0,278.0,119.0,354.9704,52.6806,366.6197,11.5434,21.7083,278.0,278.0,0.0,0.0,0.0,0.0,0.142,0.003,0.0429,6.0,8.0,2.0,0.0
6332,1.0,1.0,0.0,119.0,159.0,159.0,99.0,308.6118,528.9357,283.5719,31.5793,24.2539,159.0,159.0,0.0,0.0,0.0,0.0,-0.0124,0.2091,0.0299,6.0,8.0,5.0,0.0
6333,1.0,1.0,1.0,179.0,139.0,139.0,119.0,739.479,1175.1123,727.7122,31.504,21.5928,139.0,139.0,2.0,4093.0,0.0,2864.0,0.3735,0.4915,0.0093,8.0,9.0,2.0,0.0
6334,1.0,0.0,1.0,139.0,80.0,80.0,159.0,477.3955,456.5403,302.5921,172.0182,168.6668,80.0,80.0,0.0,0.0,0.0,80.0,0.1215,0.0345,0.0071,5.0,8.0,4.0,0.0
